player_id,pos,name,short_name
00-0021166,WR,Josh Reed,J.Reed
00-0019135,FB,Dan Kreider,D.Kreider
00-0022529,FB,Luke Lawton,L.Lawton
00-0020268,TE,Tony Stewart,T.Stewart
00-0023920,T,Dennis Roland,D.Roland
00-0026355,,Justin Harper,J.Harper
00-0021255,TE,John Owens,J.Owens
00-0023620,LT,Will Svitek,W.Svitek
00-0026181,,James Hardy,J.Hardy
00-0026562,,Tyler Grisham,T.Grisham
00-0026100,,Nate Hughes,N.Hughes
00-0022484,TE,J.P. Foschi,J.Foschi
00-0024432,WR,Todd Watkins,T.Watkins
00-0024825,TE,Jake Nordin,J.Nordin
00-0026336,TE,Tom Santi,T.Santi
00-0024261,TE,Joe Klopfenstein,J.Klopfenstein
00-0025992,,Sam Giguere,S.Giguere
00-0026276,WR,Kenny Moore,K.Moore
00-0020550,TE,Darnell Dinkins,D.Dinkins
00-0026026,TE,Joey Haynos,J.Haynos
00-0021175,WR,Andre' Davis,A.Davis
00-0020805,FB,Jason McKie,J.McKie
00-0022706,TE,Michael Gaines,M.Gaines
00-0019127,TE,Todd Yoder,T.Yoder
00-0026191,WR,Malcolm Kelly,M.Kelly
00-0026959,,Marko Mitchell,M.Mitchell
00-0023832,TE,Spencer Havner,S.Havner
00-0025582,FB,Deon Anderson,D.Anderson
00-0024171,,Wallace Wright,W.Wright
00-0026665,,John Matthews,J.Matthews
00-0026249,C,Mike McGlynn,M.McGlynn
00-0026598,,Jerome Johnson,J.Johnson
00-0022901,,Ernest Wilford,E.Wilford
00-0003035,,Desmond Clark,D.Clark
00-0021915,,Sam Aiken,S.Aiken
00-0025432,,Dwayne Jarrett,D.Jarrett
00-0023683,FB,Madison Hedgecock,M.Hedgecock
00-0022216,RCB,Nathan Vasher,N.Vasher
00-0021159,TE,Jerramy Stevens,J.Stevens
00-0026154,LG,Chris Williams,C.Williams
00-0024321,TE,Garrett Mills,G.Mills
00-0024424,TE,Zach Strief,Z.Strief
00-0026369,,Cary Williams,C.Williams
00-0016960,LOLB,Mike Vrabel,M.Vrabel
00-0027088,TE,Shawn Nelson,S.Nelson
00-0026536,,Nick Miller,N.Miller
00-0027261,,Duke Calhoun,D.Calhoun
00-0027470,,Brandon James,B.James
00-0024687,,Dominique Zeigler,D.Zeigler
00-0027157,TE,Dan Gronkowski,D.Gronkowski
00-0024270,T,Andrew Whitworth,A.Whitworth
00-0026324,LG,Mike Gibson,M.Gibson
00-0023560,LG,Todd Herremans,T.Herremans
00-0024529,TE,Gijon Robinson,G.Robinson
00-0024013,,Hank Baskett,H.Baskett
00-0023108,TE,Stephen Spach,S.Spach
00-0025602,TE,Ben Patrick,B.Patrick
00-0024326,,Demetrius Williams,D.Williams
00-0023790,,Brian Clark,B.Clark
00-0027040,TE,Richard Quinn,R.Quinn
00-0021273,TE,Robert Royal,R.Royal
00-0021508,WR,Greg Lewis,G.Lewis
00-0020332,TE,David Martin,D.Martin
00-0025864,TE,Jonathan Stupar,J.Stupar
00-0026331,WR,Paul Hubbard,P.Hubbard
00-0026804,TE,Ryan Purvis,R.Purvis
00-0023210,TE,Tory Humphrey,T.Humphrey
00-0020342,FB,Brandon Manumaleuna,B.Manumaleuna
00-0023570,,Roydell Williams,R.Williams
00-0027149,,Manuel Johnson,M.Johnson
00-0024607,,Daniel Coats,D.Coats
00-0023529,RG,Adam Snyder,A.Snyder
00-0027352,,Max Komar,M.Komar
00-0021213,TE,Chris Baker,C.Baker
00-0027429,WR,Verran Tucker,V.Tucker
00-0025578,FB,Korey Hall,K.Hall
00-0022064,,Arnaz Battle,A.Battle
00-0027358,,Roberto Wallace,R.Wallace
00-0027237,LB,Dane Fletcher,D.Fletcher
00-0025610,RT,Michael Otto,M.Otto
00-0026334,,Ryan Mundy,R.Mundy
00-0028295,,Collin Franklin,C.Franklin
00-0027764,,Kerry Meier,K.Meier
00-0028033,,Curtis Brown,C.Brown
00-0026251,,Martin Rucker,M.Rucker
00-0022863,NT,Isaac Sopoaga,I.Sopoaga
00-0022726,,Keary Colbert,K.Colbert
00-0028288,,LaQuan Williams,L.Williams
00-0026260,SS,Craig Steltz,C.Steltz
00-0022771,C,Eugene Amano,E.Amano
00-0028486,,Ryan Mahaffey,R.Mahaffey
00-0023953,,Sam Hurd,S.Hurd
00-0024609,,Jesse Holley,J.Holley
00-0023429,,Rashied Davis,R.Davis
00-0027769,,Fendi Onobun,F.Onobun
00-0026908,TE,Anthony Hill,A.Hill
00-0028187,,DeMarco Sampson,D.Sampson
00-0027693,,Taylor Price,T.Price
00-0028509,,Zack Pianalto,Z.Pianalto
00-0025419,,Anthony Gonzalez,A.Gonzalez
00-0028550,TE,Colin Cochart,C.Cochart
00-0009323,TE,Jim Kleinsasser,J.Kleinsasser
00-0021304,TE,John Gilmore,J.Gilmore
00-0027920,,Emmanuel Arceneaux,E.Arceneaux
00-0027761,TE,Brody Eldridge,B.Eldridge
00-0027500,TE,Mike Caussin,M.Caussin
00-0020389,,Russ Hochstein,R.Hochstein
00-0027612,FB,Ryan D'Imperio,R.D'Imperio
00-0028253,TE,Will Yeatman,W.Yeatman
00-0019457,TE,Anthony Becht,A.Becht
00-0028291,,Josh Baker,J.Baker
00-0009119,TE,Reggie Kelly,R.Kelly
00-0026500,LG,Matt Slauson,M.Slauson
00-0028242,,Joe Hastings,J.Hastings
00-0027813,,Terrence Austin,T.Austin
00-0026669,TE,Colin Cloherty,C.Cloherty
00-0027441,WR,Chastin West,C.West
00-0021227,TE,Justin Peelle,J.Peelle
00-0026377,,Adrian Arrington,A.Arrington
00-0026357,WR,Brett Swain,B.Swain
00-0022714,,Kris Wilson,K.Wilson
00-0027036,LT,Will Beatty,W.Beatty
00-0028338,,Kris Adams,K.Adams
00-0027827,,Dedrick Epps,D.Epps
00-0027059,,Patrick Turner,P.Turner
00-0027658,LG,Zane Beadles,Z.Beadles
00-0027717,,Joe Hawley,J.Hawley
00-0028406,,Tommy Gallarda,T.Gallarda
00-0027646,WR,Dez Bryant,D.Bryant
00-0025568,FB,Reagan Maui'a,R.Maui'a
00-0026753,WR,Charly Martin,C.Martin
00-0027154,,Jake O'Connell,J.O'Connell
00-0026961,RG,Lance Louis,L.Louis
00-0027070,,Travis Beckum,T.Beckum
00-0027699,TE,Mike Johnson,M.Johnson
00-0028906,,Nathan Palmer,N.Palmer
00-0028522,TE,Michael Higgins,M.Higgins
00-0027573,NT,Mitch Unrein,M.Unrein
00-0026658,TE,Zach Potter,Z.Potter
00-0029055,WR,Kevin Elliott,K.Elliott
00-0028337,TE,Kyle Adams,K.Adams
00-0026902,WR,Ramses Barden,R.Barden
00-0026929,,Andrew Gardner,A.Gardner
00-0027757,,Matt Tennant,M.Tennant
00-0024344,RT,Guy Whimper,G.Whimper
00-0022847,TE,Ben Hartsock,B.Hartsock
00-0027700,,Mardy Gilyard,M.Gilyard
00-0025490,,Isaiah Stanback,I.Stanback
00-0028842,,Hayden Smith,H.Smith
00-0029315,,Brad Smelley,B.Smelley
00-0029343,,LaRon Byrd,L.Byrd
00-0022421,,Ruvell Martin,R.Martin
00-0029642,,Jordan White,J.White
00-0028105,,Ryan Whalen,R.Whalen
00-0028158,FB,Shaun Chapas,S.Chapas
00-0029204,,Toney Clemons,T.Clemons
00-0028400,,Armon Binns,A.Binns
00-0029274,WR,Devon Wylie,D.Wylie
00-0028417,WR,Jamar Newsome,J.Newsome
00-0029546,,Senio Kelemete,S.Kelemete
00-0026757,TE,Kory Sperry,K.Sperry
00-0030175,,Ryan Spadola,R.Spadola
00-0029420,FB,Bradie Ewing,B.Ewing
00-0028596,,Tori Gurley,T.Gurley
00-0027780,TE,Nate Byham,N.Byham
00-0028267,TE,Allen Reisner,A.Reisner
00-0028792,,Kevin Cone,K.Cone
00-0029227,WR,Patrick Edwards,P.Edwards
00-0028238,,Konrad Reuland,K.Reuland
00-0027349,,Stephen Williams,S.Williams
00-0028293,,Michael Campbell,M.Campbell
00-0027853,,Teddy Williams,T.Williams
00-0029702,,Juron Criner,J.Criner
00-0026878,TE,Tom Crabtree,T.Crabtree
00-0028307,,Drew Davis,D.Davis
00-0030129,,Justice Cunningham,J.Cunningham
00-0030441,RG,Kyle Long,K.Long
00-0029694,TE,Michael Egnew,M.Egnew
00-0030474,WR,Josh Boyce,J.Boyce
00-0029552,,Jeremy Ebert,J.Ebert
00-0028051,LCB,Chimdi Chekwa,C.Chekwa
00-0028156,TE,Ryan Taylor,R.Taylor
00-0028362,,Michael Preston,M.Preston
00-0028862,RT,Bryce Harris,B.Harris
00-0028542,,Lestar Jean,L.Jean
00-0018956,C,Brad Meester,B.Meester
00-0027915,,Isaiah Trufant,I.Trufant
00-0030370,,Greg Jenkins,G.Jenkins
00-0027445,TE,Jeron Mastrud,J.Mastrud
00-0029218,TE,David Paulson,D.Paulson
00-0029108,,Derek Moye,D.Moye
00-0028930,,Josh Cooper,J.Cooper
00-0029367,,Julian Talley,J.Talley
00-0028270,TE,Weslye Saunders,W.Saunders
00-0029856,,Lamaar Thomas,L.Thomas
00-0029183,TE,Danny Noble,D.Noble
00-0028606,WR,Kerry Taylor,K.Taylor
00-0022740,DE,Jared Allen,J.Allen
00-0029778,WR,Darius Johnson,D.Johnson
00-0029424,,Marvin McNutt,M.McNutt
00-0029276,,Evan Rodriguez,E.Rodriguez
00-0028079,,D.J. Williams,D.Williams
00-0030512,TE,Nick Kasa,N.Kasa
00-0023503,,Courtney Roby,C.Roby
00-0029590,TE,Taylor Thompson,T.Thompson
00-0030822,,Marcel Jensen,M.Jensen
00-0027809,TE,Mickey Shuler,M.Shuler
00-0030466,WR,Justin Brown,J.Brown
00-0030647,,Jordan Thompson,J.Thompson
00-0030671,,Isaiah Burse,I.Burse
00-0021570,,Kassim Osgood,K.Osgood
00-0021140,LOLB,Julius Peppers,J.Peppers
00-0031091,FB,Kiero Small,K.Small
00-0028543,,Jeff Maehl,J.Maehl
00-0023487,RT,Khalif Barnes,K.Barnes
00-0027960,LT,Anthony Castonzo,A.Castonzo
00-0029311,WR,Junior Hemingway,J.Hemingway
00-0030486,C,Brian Schwenke,B.Schwenke
00-0031367,LG,Gabe Jackson,G.Jackson
00-0030865,,Gator Hoskins,G.Hoskins
00-0028080,,Karl Klug,K.Klug
00-0029883,,Joseph Fauria,J.Fauria
00-0030897,,Corey Washington,C.Washington
00-0028892,,Gerrell Robinson,G.Robinson
00-0031053,,Jalen Saunders,J.Saunders
00-0027202,TE,Michael Palmer,M.Palmer
00-0030650,,Dewey McDonald,D.McDonald
00-0029934,,Rodney Smith,R.Smith
00-0029281,TE,Adrien Robinson,A.Robinson
00-0027567,,Steve Maneri,S.Maneri
00-0028984,WR,Brian Tyms,B.Tyms
00-0028119,TE,Richard Gordon,R.Gordon
00-0029999,TE,Zach Sudfeld,Z.Sudfeld
00-0027870,C,Maurkice Pouncey,M.Pouncey
00-0022900,SS,Will Allen,W.Allen
00-0026699,TE,Kevin Brock,K.Brock
00-0030899,T,Garry Gilliam,G.Gilliam
00-0027955,LT,Nate Solder,N.Solder
00-0031816,,Tyler Murphy,T.Murphy
00-0031327,,Kevin Norwood,K.Norwood
00-0030272,TE,Jake Stoneburner,J.Stoneburner
00-0027917,FB,Tyler Clutts,T.Clutts
00-0031932,,Chandler Worthy,C.Worthy
00-0032259,T,Ereck Flowers,E.Flowers
00-0030806,TE,Nic Jacobs,N.Jacobs
00-0030162,,Rico Richardson,R.Richardson
00-0031314,C,Wesley Johnson,W.Johnson
00-0030832,TE,Asante Cleveland,A.Cleveland
00-0030095,,Corey Fuller,C.Fuller
00-0031921,T,Kendall Lamm,K.Lamm
00-0031962,,Mario Alford,M.Alford
00-0031968,,E.J. Bibbs,E.Bibbs
00-0027869,LG,Mike Iupati,M.Iupati
00-0027581,,Seyi Ajirotutu,S.Ajirotutu
00-0029755,,Brian Leonhardt,B.Leonhardt
00-0032045,,Andrew Turzilli,A.Turzilli
00-0027708,,Marcus Easley,M.Easley
00-0030659,,Jonathan Krause,J.Krause
00-0030049,TE,Chris Gragg,C.Gragg
00-0030110,TE,Michael Williams,M.Williams
00-0030807,,Seantavius Jones,S.Jones
00-0032001,,Ben Edwards,B.Edwards
00-0030274,,Myles White,M.White
00-0030691,,Jeremy Butler,J.Butler
00-0032008,WR,Donteea Dye,D.Dye
00-0029534,TE,Cooper Helfet,C.Helfet
00-0027069,,Chase Coffman,C.Coffman
00-0030154,,Frankie Hammond,F.Hammond
00-0031320,WR,Kevin Smith,K.Smith
00-0032007,CB,Quinton Dunbar,Q.Dunbar
00-0032515,,Braedon Bowman,B.Bowman
00-0031732,TE,Connor Hamlett,C.Hamlett
00-0030187,,Rashad Ross,R.Ross
00-0031442,LT,Taylor Lewan,T.Lewan
00-0026968,K,Ryan Succop,R.Succop
00-0031310,,Devin Street,D.Street
00-0023894,LT,Donald Penn,D.Penn
00-0032974,,Jordan Payton,J.Payton
00-0030758,TE,Justin Perillo,J.Perillo
00-0031268,WR,Walt Powell,W.Powell
00-0032196,RT,Jake Fisher,J.Fisher
00-0028994,TE,Dominique Jones,D.Jones
00-0032190,,Gerald Christian,G.Christian
00-0032070,,Dezmin Lewis,D.Lewis
00-0032801,,Daniel Braverman,D.Braverman
00-0030805,,Je'Ron Hamm,J.Hamm
00-0031934,,Devin Smith,D.Smith
00-0032864,TE,Alex Ellis,A.Ellis
00-0030828,,D.J. Tialavea,D.Tialavea
00-0032407,LG,Alex Lewis,A.Lewis
00-0032739,,Wendall Williams,W.Williams
00-0032841,WR,Paul Turner,P.Turner
00-0032694,WR,Jalin Marshall,J.Marshall
00-0029601,TE,Brandon Bostick,B.Bostick
00-0032012,,Isaac Fruechte,I.Fruechte
00-0032679,,Paul McRoberts,P.McRoberts
00-0028795,,Chase Reynolds,C.Reynolds
00-0032064,,DeAndre Smelter,D.Smelter
00-0032441,WR,Aaron Burbridge,A.Burbridge
00-0031854,WR,Chris Harper,C.Harper
00-0026008,,Matthew Mulligan,M.Mulligan
00-0031600,WR,Keith Mumphery,K.Mumphery
00-0026957,TE,David Johnson,D.Johnson
00-0031315,,Matt Hazel,M.Hazel
00-0029740,TE,Ifeanyi Momah,I.Momah
00-0029592,RG,Kevin Zeitler,K.Zeitler
00-0031801,,Jordan Leslie,J.Leslie
00-0031151,,Marcus Williams,M.Williams
00-0033338,,Cethan Carter,C.Carter
00-0032937,,Max McCaffrey,M.McCaffrey
00-0028702,,Chris Matthews,C.Matthews
00-0031021,,Jared Abbrederis,J.Abbrederis
00-0033315,,Cole Hikutini,C.Hikutini
00-0033633,WR,Tanner Gentry,T.Gentry
00-0032705,,Ed Eagan,E.Eagan
00-0031626,T,Brian Mihalik,B.Mihalik
00-0029336,,Brittan Golden,B.Golden
00-0032145,RG,Cameron Erving,C.Erving
00-0033449,,Isaac Whitney,I.Whitney
00-0031550,LB,Shaq Thompson,S.Thompson
00-0032147,T,Ty Sambrailo,T.Sambrailo
00-0032656,WR,Darius Powe,D.Powe
00-0032827,,Leonard Wester,L.Wester
00-0031533,TE,Randall Telfer,R.Telfer
00-0028987,TE,Phillip Supernaw,P.Supernaw
00-0031834,,Larry Pinkard,L.Pinkard
00-0029793,TE,Brandon Williams,B.Williams
00-0031511,WR,DeAndrew White,D.White
00-0031884,,Gabe Holmes,G.Holmes
00-0032475,,Tanner McEvoy,T.McEvoy
00-0032319,,Ross Travis,R.Travis
00-0033043,TE,Austin Traylor,A.Traylor
00-0029391,TE,Sean McGrath,S.McGrath
00-0033006,,Jaydon Mickens,J.Mickens
00-0032650,,Ryan Malleck,R.Malleck
00-0032429,WR,Jerell Adams,J.Adams
00-0032839,WR,Hunter Sharp,H.Sharp
00-0033087,WR,Marquis Bundy,M.Bundy
00-0033717,WR,Travis Rudolph,T.Rudolph
00-0033840,WR,Chad Hansen,C.Hansen
00-0033514,,Emanuel Byrd,E.Byrd
00-0033352,,Michael Clark,M.Clark
00-0033855,,Chris Thompson,C.Thompson
00-0032926,,K.J. Brent,K.Brent
00-0030290,WR,Cobi Hamilton,C.Hamilton
00-0033796,,Marquez Williams,M.Williams
00-0033114,WR,Mike Thomas,M.Thomas
00-0031697,WR,Jordan Taylor,J.Taylor
00-0033095,,Garrett Griffin,G.Griffin
00-0030737,,Freddie Martino,F.Martino
00-0033413,,De'Veon Smith,D.Smith
00-0033937,,Amara Darboh,A.Darboh
00-0031044,TE,Troy Niklas,T.Niklas
00-0033376,,Patrick Ricard,P.Ricard
00-0029134,,Beau Brinkley,B.Brinkley
00-0032139,TE,Ben Koyack,B.Koyack
00-0033555,,Mack Hollins,M.Hollins
00-0033773,,Riley McCarron,R.McCarron
00-0034389,,Dane Cruikshank,D.Cruikshank
00-0033968,,Stacy Coley,S.Coley
00-0025580,K,Mason Crosby,M.Crosby
00-0032383,C,Ryan Kelly,R.Kelly
00-0033564,TE,Jake Butt,J.Butt
00-0031922,,Khari Lee,K.Lee
00-0032508,,Hakeem Valles,H.Valles
00-0034159,TE,Will Dissly,W.Dissly
00-0033770,,Justin Hardee,J.Hardee
00-0033379,,Tim White,T.White
00-0025944,K,Stephen Hauschka,S.Hauschka
00-0034258,,Derrick Willies,D.Willies
00-0032562,,Cole Wick,C.Wick
00-0033306,,Victor Bolden,V.Bolden
00-0033573,,Shelton Gibson,S.Gibson
00-0033742,TE,Tyrone Swoopes,T.Swoopes
00-0032599,TE,Joshua Perkins,J.Perkins
00-0032634,TE,David Grinnage,D.Grinnage
00-0032120,TE,Neal Sterling,N.Sterling
00-0032430,TE,David Morgan,D.Morgan
00-0034512,,Cam Phillips,C.Phillips
00-0033481,,Marcus Kemp,M.Kemp
00-0033904,T,Dion Dawkins,D.Dawkins
00-0032959,,Charone Peake,C.Peake
00-0032911,C,Spencer Pulley,S.Pulley
00-0032141,TE,Geoff Swaim,G.Swaim
00-0034309,,Chad Beebe,C.Beebe
00-0033441,,Keon Hatcher,K.Hatcher
00-0033696,TE,Sean Culkin,S.Culkin
00-0031953,,Geremy Davis,G.Davis
00-0030648,T,Alejandro Villanueva,A.Villanueva
00-0032745,TE,Alan Cross,A.Cross
00-0033471,,Isaiah Ford,I.Ford
00-0034273,WR,Damion Ratley,D.Ratley
00-0034532,,Jordan Franks,J.Franks
00-0032381,T,Taylor Decker,T.Decker
00-0034867,,Malik Turner,M.Turner
00-0030854,TE,Erik Swoope,E.Swoope
00-0033576,TE,Eric Saubert,E.Saubert
00-0029414,TE,Orson Charles,O.Charles
00-0025415,T,Joe Staley,J.Staley
00-0033559,TE,Michael Roberts,M.Roberts
00-0029091,FB,Bradley Sowell,B.Sowell
00-0032466,T,George Fant,G.Fant
00-0031690,TE,Eric Tomlinson,E.Tomlinson
00-0034834,,Sam Hubbard,S.Hubbard
00-0031788,TE,Matt Lengel,M.Lengel
00-0034499,,Jawill Davis,J.Davis
00-0034270,TE,Tyler Conklin,T.Conklin
00-0034854,,KhaDarel Hodge,K.Hodge
00-0031484,TE,Chris Manhertz,C.Manhertz
00-0033528,TE,Jeremy Sprinkle,J.Sprinkle
00-0034253,,Dontrell Hilliard,D.Hilliard
00-0031462,,Jerome Cunningham,J.Cunningham
00-0031260,TE,Logan Thomas,L.Thomas
00-0032794,,Danny Vitale,D.Vitale
00-0033374,FB,Ricky Ortiz,R.Ortiz
00-0034489,WR,Jalen Tolliver,J.Tolliver
00-0032089,TE,Brian Parker,B.Parker
00-0033627,TE,Jason Croom,J.Croom
00-0034510,WR,Robert Foster,R.Foster
00-0034829,TE,Mike Gesicki,M.Gesicki
00-0034798,TE,Durham Smythe,D.Smythe
00-0033421,TE,Antony Auclair,A.Auclair
00-0034386,,Justin Watson,J.Watson
00-0034411,,Russell Gage,R.Gage
00-0031167,TE,Scott Simonson,S.Simonson
00-0034365,TE,Ian Thomas,I.Thomas
00-0034653,WR,Deontay Burnett,D.Burnett
00-0033953,TE,Jordan Leggett,J.Leggett
00-0034777,,DJ Chark,D.Chark
00-0034420,TE,Jordan Thomas,J.Thomas
00-0034593,,Chris Lacy,C.Lacy
00-0034268,,J'Mon Moore,J.Moore
00-0033757,TE,Robert Tonyan,R.Tonyan
00-0032707,WR,Andy Jones,A.Jones
00-0031787,WR,Jake Kumerow,J.Kumerow
00-0034521,,Allen Lazard,A.Lazard
00-0034101,WR,Matt Flanagan,M.Flanagan
00-0034710,,Darvin Kidsy,D.Kidsy
00-0031744,TE,Matt LaCosse,M.LaCosse
00-0034370,WR,DaeSean Hamilton,D.Hamilton
00-0034054,,River Cracraft,R.Cracraft
00-0034747,WR,Marcell Ateman,M.Ateman
00-0034426,,Javon Wims,J.Wims
00-0032773,LB,Nick Kwiatkoski,N.Kwiatkoski
00-0034052,,Brandon Zylstra,B.Zylstra
00-0034073,,Ross Dwelley,R.Dwelley
00-0034286,WR,Richie James,R.James
00-0033246,,Johnny Mundt,J.Mundt
00-0031035,TE,Xavier Grimble,X.Grimble
00-0034676,WR,James Washington,J.Washington
00-0034686,,Auden Tate,A.Tate
00-0033258,TE,Darrell Daniels,D.Daniels
00-0034487,WR,Trent Sherfield,T.Sherfield
00-0033455,,Anthony Firkser,A.Firkser
00-0031585,TE,MyCole Pruitt,M.Pruitt
00-0034364,TE,Jordan Akins,J.Akins
00-0034631,WR,Vyncint Smith,V.Smith
00-0032661,TE,Ben Braunecker,B.Braunecker
00-0033896,TE,Adam Shaheen,A.Shaheen
00-0034351,TE,Dallas Goedert,D.Goedert
00-0033217,TE,Mo Alie-Cox,M.Alie-Cox
00-0033474,,Gehrig Dieter,G.Dieter
00-0033658,TE,Blake Jarwin,B.Jarwin
00-0033054,TE,Rico Gathers,R.Gathers
00-0034383,TE,Dalton Schultz,D.Schultz
00-0033591,WR,Noah Brown,N.Brown
00-0034317,WR,Keith Kirkwood,K.Kirkwood
00-0027440,CB,Sam Shields,S.Shields
00-0034011,TE,Dan Arnold,D.Arnold
00-0033382,WR,Austin Carr,A.Carr
